type,query,A_handle,A_follower_count,A_following_count,A_listed_count,A_posts,B_handle,B_follower_count,B_following_count,B_listed_count,B_posts,text
RT,#texasblackout,JonnaChissus,8845,9729,10,40616,cliffschecter,31778,3961,625,3995,"RT @cliffschecter: Reagan said 9 most terrifying words in English language were ""I'm with the govt and I'm here to help."" After 40 yrs of G…"
Tweet,#texasblackout,AteoAtheist,294,1006,2,7206,AteoAtheist,31778,3961,625,3995,"Hey @GovAbbott 
I heard you're dumber than a box of rocks!!!
#TexasBlackout 
#TexasWinterStorm2021 https://t.co/0ptxi1915e"
Tweet,#texasblackout,JamesLk1,41,78,10,1450,JamesLk1,31778,3961,625,3995,"Hit by #poweroutage ,#water outage, broken pipes.Then..
#Texas #GOP #GaryGates 
#TedCruz #TedCruzFailedTexas… https://t.co/w6lwhHdSv4"
Tweet,#texasblackout,debbiefrombklyn,209,100,0,47428,debbiefrombklyn,31778,3961,625,3995,"#Texas #Texans #texaswinterstorm #TexasBlackout
#TexasPowerGrid #Republicans #Democrats #Veterans #Independent #USA… https://t.co/y3AgNf0umJ"
RT,#texasblackout,Psbntn9,351,1618,4,77685,cliffschecter,31778,3961,625,3995,"RT @cliffschecter: Reagan said 9 most terrifying words in English language were ""I'm with the govt and I'm here to help."" After 40 yrs of G…"
Tweet,#texasblackout,shegzedon,171,497,0,1212,shegzedon,31778,3961,625,3995,Cambridge University revealed a timelapse recording showing a rare cactus moonflower blooming in its Botanic Garden… https://t.co/KbuCDGqZ6b
RT,#texasblackout,robertjunebug,16204,16958,27,69513,cliffschecter,31778,3961,625,3995,"RT @cliffschecter: Reagan said 9 most terrifying words in English language were ""I'm with the govt and I'm here to help."" After 40 yrs of G…"
RT,#texasblackout,HOUmanitarian,6649,5542,238,144755,CES_Baker_Inst,4414,516,123,5558,"RT @CES_Baker_Inst: JUST OUT: ""Here, cold weather precautions that keep the lights on elsewhere are recommended, not required."" @jimkrane,…"
RT,#texasblackout,DeeRobins3,9,128,0,639,cliffschecter,31778,3961,625,3995,"RT @cliffschecter: Reagan said 9 most terrifying words in English language were ""I'm with the govt and I'm here to help."" After 40 yrs of G…"
Tweet,#texasblackout,JimMaso02236687,2002,159,1,12394,JimMaso02236687,31778,3961,625,3995,"The First Texas-Freeze Casualty: Just Energy Implodes, Issues Going Concern Warning

https://t.co/508BQi9zc8 #ERCOT… https://t.co/MhORalbjoT"
Tweet,#texasblackout,M23412963,753,965,3,10098,M23412963,31778,3961,625,3995,"@TxStormChasers We should all just go to the @CancunRitz and ride it out, like @SenTedCruz.

#TedCruz  #Texas… https://t.co/vtfid0H0rX"
Tweet,#texasblackout,jcjet5,310,541,2,65017,jcjet5,31778,3961,625,3995,"#TexasBlackout China ! Perhaps ???
China to expand weather modification program to cover area larger than India https://t.co/DxjRnJdAmV"
Tweet,#texasblackout,IWV,204275,89557,931,37775,IWV,31778,3961,625,3995,Imagine if this were Trump or Pence headed to their luxury home in Brentwood (a ritzy part of LA) during… https://t.co/oF5j8Rjz7M
RT,#texasblackout,shell_loyd,2337,1120,2,342466,cliffschecter,31778,3961,625,3995,"RT @cliffschecter: Reagan said 9 most terrifying words in English language were ""I'm with the govt and I'm here to help."" After 40 yrs of G…"
RT,#texasblackout,DanRollins61,30,304,0,1189,CAPJR100,137,72,7,17294,RT @CAPJR100: Do you know why we can fly a helicopter on Mars and they don't have electricity or water in Texas? Scientists are in charge o…
Tweet,#texasblackout,LucretiaVonPea,166,373,2,9192,LucretiaVonPea,137,72,7,17294,"OUTRAGEOUS!!!
#texaswinterstorm #TexasPowerGrid #TexasBlackout #TexasWaterCrisis #TexasDontPayThoseCrooks https://t.co/OUZbSX4tFw"
RT,#texasblackout,AGlamourama,158,1511,2,17029,nicolecobler,5207,1255,201,10807,"RT @nicolecobler: ""Taylor’s housemate, filmmaker Monty McMillan, said Sunday that he found Taylor’s body in bed on Saturday morning. The ho…"
RT,#texasblackout,RiceBizWisdom,924,1150,41,5362,RiceUNews,9077,1823,157,14929,"RT @RiceUNews: “It’s a kick while you’re down to all of the service industries, restaurants and others who were already battling through th…"
Tweet,#texasblackout,bbrooke1,358,193,1,10021,bbrooke1,9077,1823,157,14929,12AM vs 2AM #TexasBlackout #Griddy @GoGriddy @ERCOT_ISO https://t.co/3tAWBAeCqU
Tweet,#texasblackout,jcjet5,310,541,2,65017,jcjet5,9077,1823,157,14929,"#TexasBlackout China ! Perhaps ???
China to expand weather modification program to cover area larger than India"
RT,#texasblackout,tokaybean,1250,1759,77,82847,cliffschecter,31778,3961,625,3995,"RT @cliffschecter: Reagan said 9 most terrifying words in English language were ""I'm with the govt and I'm here to help."" After 40 yrs of G…"
RT,#texasblackout,ktjazz14,467,1166,7,184930,cliffschecter,31778,3961,625,3995,"RT @cliffschecter: Reagan said 9 most terrifying words in English language were ""I'm with the govt and I'm here to help."" After 40 yrs of G…"
RT,#texasblackout,snowsurfvt,1188,1992,163,81521,2silentnomore1,467,889,1,30241,RT @2silentnomore1: @SenJeffMerkley @MaryanneChisho2 In #Texas #TexasPowerOutages #TexasStrong #TexasPowerGrid #TexasBlackout #TexasPowerGr…
Tweet,#texasblackout,IndivisibleFlag,2981,2981,24,20764,IndivisibleFlag,467,889,1,30241,#TexasPowerOutages RIP sweet boy #TexasPowerGrid #TexasBlackout https://t.co/zRlUcWxYFx
RT,#texasblackout,KathyA11,2808,4895,73,214695,cliffschecter,31778,3961,625,3995,"RT @cliffschecter: Reagan said 9 most terrifying words in English language were ""I'm with the govt and I'm here to help."" After 40 yrs of G…"
Tweet,#texasblackout,FFinkelstone,37,137,0,1265,FFinkelstone,31778,3961,625,3995,Maybe running the country on Happy Butterfly Pee wasn't  such a good idea. #TexasBlackout https://t.co/O1o7osH2kR
RT,#texasblackout,PRqoSJdyofN1yLj,751,1168,13,162924,Matt_VanDyke,383290,298202,1501,4742,"RT @Matt_VanDyke: Play political games with people's faith in elections, and the Capitol gets stormed.
Play political games with public uti…"
RT,#texasblackout,CheriJacobus,157633,3230,1348,306869,cliffschecter,31778,3961,625,3995,"RT @cliffschecter: Reagan said 9 most terrifying words in English language were ""I'm with the govt and I'm here to help."" After 40 yrs of G…"
RT,#texasblackout,kitrey50,351,1069,42,99546,edlavaCNN,28508,2215,516,20772,"RT @edlavaCNN: Some Republican Texas leaders back to blaming wind energy, despite the extensive evidence that the #TexasBlackout was mostly…"
RT,#texasblackout,RansomOShields2,25,354,0,396,Matt_VanDyke,383290,298202,1501,4742,"RT @Matt_VanDyke: Play political games with people's faith in elections, and the Capitol gets stormed.
Play political games with public uti…"
RT,#texasblackout,katrin23594597,83,317,0,1515,Matt_VanDyke,383290,298202,1501,4742,"RT @Matt_VanDyke: Play political games with people's faith in elections, and the Capitol gets stormed.
Play political games with public uti…"
RT,#texasblackout,Shawn00Guerra,920,1564,2,66519,nicolecobler,5207,1255,201,10807,"RT @nicolecobler: ""Taylor’s housemate, filmmaker Monty McMillan, said Sunday that he found Taylor’s body in bed on Saturday morning. The ho…"
RT,#texasblackout,joan_cpc,24223,24948,21,11579,LexiCla66175913,110,1224,1,626,"RT @LexiCla66175913: Hey @tedcruz! Do you believe in climate change now? #CancunCruz #CancunGate #TedFled #TexasBlackout 

https://t.co/hnb…"
Tweet,#texasblackout,mindfinger,269,1081,5,14139,mindfinger,110,1224,1,626,For all those out there who are aghast about the insane electric bills people are being asked to pay on their varia… https://t.co/B2Vf0JddHk
Tweet,#texasblackout,CheryllovesGIFS,666,861,3,35368,CheryllovesGIFS,110,1224,1,626,"Some Texans received electric bills up to $17,000 after the storm. How does that happen?
By Meryl Kornfield and Pau… https://t.co/CoCbBio47o"
RT,#texasblackout,MollyMc10358867,2337,2785,3,31817,2silentnomore1,467,889,1,30241,RT @2silentnomore1: @SenJeffMerkley @MaryanneChisho2 In #Texas #TexasPowerOutages #TexasStrong #TexasPowerGrid #TexasBlackout #TexasPowerGr…
RT,#texasblackout,DarkMattersProj,13133,1561,495,277805,edlavaCNN,28508,2215,516,20772,"RT @edlavaCNN: Some Republican Texas leaders back to blaming wind energy, despite the extensive evidence that the #TexasBlackout was mostly…"
RT,#texasblackout,gnoBREAKTHROUGH,2019,506,15,187051,SunnySide2022,25,175,0,122,"RT @SunnySide2022: 😂❄🙏🇺🇸🇨🇱 

#texaswinter2021 #Texas #TexasBlackout #TexasWinterStorm2021 #onlyintexas #hellotexas https://t.co/FtcCoFPuSm"
RT,#texasblackout,JoseLui68785068,60,133,0,18450,Matt_VanDyke,383290,298202,1501,4742,"RT @Matt_VanDyke: Play political games with people's faith in elections, and the Capitol gets stormed.
Play political games with public uti…"
Tweet,#texasblackout,ThatVDOVault,2012,2078,1,191494,ThatVDOVault,383290,298202,1501,4742,#Texas #TX #TexasFreeze #TexasPowerOutage #TexasBlackout #TexasWeather #texaswinterstorm https://t.co/HlFAX3BN5X
Tweet,#texasblackout,Tangerineskyss,249,742,0,4226,Tangerineskyss,383290,298202,1501,4742,#TexasBlackout #TexasPowerGrid https://t.co/hqCZ1j5TmJ
Tweet,#texasblackout,CES_Baker_Inst,4414,516,123,5558,CES_Baker_Inst,383290,298202,1501,4742,"“We’ve never had a storm like this,” said scholar @JulieCohn8. “This weather event is something that’s really outsi… https://t.co/XrN8UGcSgd"
RT,#texasblackout,kiddchrisina,492,586,3,157146,RenaissanceXM,1177,1430,35,68242,RT @RenaissanceXM: Just found out an elderly neighbor of mine died in his home. His son told me he was on dialysis and hadn’t been able to…
RT,#texasblackout,kennethgootz,5598,5948,7,42218,A28401,21,403,0,1128,RT @A28401: @kennethgootz Funny Lying Flying Ted Cruz Tee Husband &amp; Father of the Year T-Shirt https://t.co/Uozf0Ovj0h  #TedCruzisADisgrace…
Tweet,#texasblackout,KavaScott,2742,2554,87,53422,KavaScott,21,403,0,1128,"Inside Frigid Texas Prisons: Broken Toilets, Disgusting Food, Few Blankets 

“....this giant crap sandwich that I g… https://t.co/RJLuHt2s7g"
RT,#texasblackout,RobertAyle,28,121,0,2261,Matt_VanDyke,383290,298202,1501,4742,"RT @Matt_VanDyke: Play political games with people's faith in elections, and the Capitol gets stormed.
Play political games with public uti…"
Tweet,#texasblackout,GreggGirvan,139,265,4,644,GreggGirvan,383290,298202,1501,4742,There's a lot of disinformation about what happened w/ the #TexasBlackout. One thing that we are absolutely certain… https://t.co/7CEcBHgcEw
RT,#texasblackout,tmwinsett,3292,2335,120,301682,nicolecobler,5207,1255,201,10807,"RT @nicolecobler: ""Taylor’s housemate, filmmaker Monty McMillan, said Sunday that he found Taylor’s body in bed on Saturday morning. The ho…"
RT,#texasblackout,icewolf610,4523,4905,9,202160,cliffschecter,31778,3961,625,3995,"RT @cliffschecter: Reagan said 9 most terrifying words in English language were ""I'm with the govt and I'm here to help."" After 40 yrs of G…"
RT,#texasblackout,step4battle,959,634,9,19012,cliffschecter,31778,3961,625,3995,"RT @cliffschecter: Reagan said 9 most terrifying words in English language were ""I'm with the govt and I'm here to help."" After 40 yrs of G…"
RT,#texasblackout,jessikawitha,5,26,0,83,Matt_VanDyke,383290,298202,1501,4742,"RT @Matt_VanDyke: Play political games with people's faith in elections, and the Capitol gets stormed.
Play political games with public uti…"
Tweet,#texasblackout,debbiefrombklyn,209,100,0,47428,debbiefrombklyn,383290,298202,1501,4742,#Texas #TexasStrong #TexasBlackout #TexasPowerGrid #Texans @TexasGOP #Republicans #Democrats #Veterans #Independent… https://t.co/PWbR6TPW0H
RT,#texasblackout,JHead1984,585,4454,3,40528,cliffschecter,31778,3961,625,3995,"RT @cliffschecter: Reagan said 9 most terrifying words in English language were ""I'm with the govt and I'm here to help."" After 40 yrs of G…"
RT,#texasblackout,obxms,48,278,0,636,Matt_VanDyke,383290,298202,1501,4742,"RT @Matt_VanDyke: Play political games with people's faith in elections, and the Capitol gets stormed.
Play political games with public uti…"
RT,#texasblackout,lulu82824,1507,1657,3,331132,2silentnomore1,467,889,1,30241,RT @2silentnomore1: @SenJeffMerkley @MaryanneChisho2 In #Texas #TexasPowerOutages #TexasStrong #TexasPowerGrid #TexasBlackout #TexasPowerGr…
RT,#texasblackout,RahabToo,1042,1353,24,17261,Matt_VanDyke,383290,298202,1501,4742,"RT @Matt_VanDyke: Play political games with people's faith in elections, and the Capitol gets stormed.
Play political games with public uti…"
RT,#texasblackout,lmmwest,183,93,0,19462,Matt_VanDyke,383290,298202,1501,4742,"RT @Matt_VanDyke: Play political games with people's faith in elections, and the Capitol gets stormed.
Play political games with public uti…"
RT,#texasblackout,MacMcCannTX,6280,3970,129,90306,nicolecobler,5207,1255,201,10807,"RT @nicolecobler: ""Taylor’s housemate, filmmaker Monty McMillan, said Sunday that he found Taylor’s body in bed on Saturday morning. The ho…"
RT,#texasblackout,Nebula_Surfer27,347,2770,0,7357,Matt_VanDyke,383290,298202,1501,4742,"RT @Matt_VanDyke: Play political games with people's faith in elections, and the Capitol gets stormed.
Play political games with public uti…"
RT,#texasblackout,notorioushilary,1122,2955,57,114255,RenaissanceXM,1177,1430,35,68242,RT @RenaissanceXM: Just found out an elderly neighbor of mine died in his home. His son told me he was on dialysis and hadn’t been able to…
RT,#texasfreeze,Freemay2323,866,558,28,96102,MattressMack,77465,239,190,27072,"RT @MattressMack: I’m so excited to be featured on tomorrow’s episode of the 
@TheEllenShow! Tune in on KHOU 3PM CST or check your local li…"
RT,#texasfreeze,Leonard66535513,937,958,1,60484,SKYRIDER4538,105815,9893,32,210354,"RT @SKYRIDER4538: The MSM says #Biden's approach to #TexasFreeze is ""low key"". Meaning he let people die &amp; didn't do crap!

But oh how they…"
RT,#texasfreeze,RANewsTX,13102,286,33,10335,scottbraddock,18642,5394,484,95820,"RT @scottbraddock: Yes sir. 
It's also interesting the Texas Railroad Commission has avoided much (any?) scrutiny so far when the fact is t…"
RT,#texasfreeze,phwolfe940,2634,1410,87,17441,scottbraddock,18642,5394,484,95820,"RT @scottbraddock: Yes sir. 
It's also interesting the Texas Railroad Commission has avoided much (any?) scrutiny so far when the fact is t…"
RT,#texasfreeze,rnott3,119,516,9,37825,scottbraddock,18642,5394,484,95820,"RT @scottbraddock: Yes sir. 
It's also interesting the Texas Railroad Commission has avoided much (any?) scrutiny so far when the fact is t…"
RT,#texasfreeze,OneAmericanVoic,325,1096,5,66061,SKYRIDER4538,105815,9893,32,210354,"RT @SKYRIDER4538: The MSM says #Biden's approach to #TexasFreeze is ""low key"". Meaning he let people die &amp; didn't do crap!

But oh how they…"
RT,#texasfreeze,moralesmanny,889,2306,43,74481,MattressMack,77465,239,190,27072,"RT @MattressMack: I’m so excited to be featured on tomorrow’s episode of the 
@TheEllenShow! Tune in on KHOU 3PM CST or check your local li…"
Tweet,#texasfreeze,aloehoarder,25,96,0,93,aloehoarder,77465,239,190,27072,"Lost quite a bit in the #TexasFreeze, not as many as I feared but it sets me back as far as selling goes for a whil… https://t.co/6qlxCUrSkv"
Tweet,#texasfreeze,HarmanBrar50,10,84,0,42,HarmanBrar50,77465,239,190,27072,#WHYWHYWHY #whyarewelikethis #WhyAreTheyDoingThis #AnimalRights #AnimalAbuse #murder #harmfull #Sensitive #Canada… https://t.co/oSDWEpfZIP
RT,#texasfreeze,AquitaineEllie,635,728,1,5689,SKYRIDER4538,105815,9893,32,210354,"RT @SKYRIDER4538: The MSM says #Biden's approach to #TexasFreeze is ""low key"". Meaning he let people die &amp; didn't do crap!

But oh how they…"
Tweet,#texasfreeze,Wendy_Traylor,366,876,14,1401,Wendy_Traylor,105815,9893,32,210354,Remember the tale of the starfish? #HappyEndings #TexasFreeze  @ginamorrisontx @stevenaj77 https://t.co/dfsDOGS9jR
RT,#texasfreeze,ciaobird,372,2076,15,7453,AlvondaHoward,123,1552,2,9982,RT @AlvondaHoward: @CraigCaplan @JohnCornyn #JohnCornyn who enabled #twice #impeached #POTUS #realDonaldTrump with over 36k lies - #JohnCor…
RT,#texasfreeze,BrandonABC13,1479,484,56,30761,ProfessorJepson,2330,1908,99,18392,RT @ProfessorJepson: But will the same focus also target the water sector? The many failures should demand equal attention IMHO 🤷🏻‍♀️ #wate…
RT,#texasfreeze,jacksmunuhe,219,231,0,3755,RAICESTEXAS,193938,3227,1147,17566,"RT @RAICESTEXAS: What's happening in Texas is criminal: 
Food shortages. Unsafe drinking water. Impassable roads. Flooded homes. A humanita…"
RT,#texasfreeze,multiculturalJC,82,726,0,3571,FBCTejanoDems,321,329,0,399,"RT @FBCTejanoDems: PLS Share #TexasFreeze #food
🍎ROSENBERG,TX Drive Thru Event
When:  Wednesday 2/24 @ 10AM - 12:30PM
Where: Friends of N.…"
RT,#texasfreeze,MaguyBoivin,2563,98,913,650569,MattressMack,77465,239,190,27072,"RT @MattressMack: I’m so excited to be featured on tomorrow’s episode of the 
@TheEllenShow! Tune in on KHOU 3PM CST or check your local li…"
RT,#texasfreeze,KirkTurner777,555,1069,0,83663,SKYRIDER4538,105815,9893,32,210354,"RT @SKYRIDER4538: The MSM says #Biden's approach to #TexasFreeze is ""low key"". Meaning he let people die &amp; didn't do crap!

But oh how they…"
Tweet,#texasfreeze,MiraiZ,37,182,2,4216,MiraiZ,105815,9893,32,210354,@SenTedCruz vs. @AOC ....now we know who works in our best interest and who doesn't. #tytlive #TexasFreeze… https://t.co/6Oe9ANhbGa
RT,#texasfreeze,SKYRIDER4538,105815,9893,32,210354,SKYRIDER4538,105815,9893,32,210354,"RT @SKYRIDER4538: The MSM says #Biden's approach to #TexasFreeze is ""low key"". Meaning he let people die &amp; didn't do crap!

But oh how they…"
Tweet,#texasfreeze,heyoka,262,368,30,1919,heyoka,105815,9893,32,210354,"New conspiracy theory: morons on #TikTok believe the #TexasFreeze snow is fake, because it “doesn’t melt.”… https://t.co/SKKqEfxJBM"
RT,#texasfreeze,ErnieLies,1742,1702,55,151551,scottbraddock,18642,5394,484,95820,"RT @scottbraddock: Yes sir. 
It's also interesting the Texas Railroad Commission has avoided much (any?) scrutiny so far when the fact is t…"
RT,#texasfreeze,JoyceSOMalley2,47,12,0,39838,Network4Animals,11297,1343,124,10522,"RT @Network4Animals: Did you know?
 
There are five species of turtles on Padre Island National Seashore, Texas. 

Kemp's ridley sea turtle…"
RT,#texasfreeze,Cyaneyed2,62,211,0,896,RANewsTX,13102,286,33,10335,"RT @RANewsTX: Sen. @tedcruz issues misleading statement blaming daughters for “long-planned trip,” but text messages obtained by RA News sh…"
RT,#texasfreeze,GreenChileAdict,4350,3261,380,141236,PeerThru,4136,4974,297,11991,"RT @PeerThru: Did the managers of the Texas Power Grid do the right thing by resigning? 

Why / Why not?

#TexasFreeze 
#TexasPowerOutage"
RT,#texasfreeze,evan7257,10327,10977,241,192436,scottbraddock,18642,5394,484,95820,"RT @scottbraddock: Yes sir. 
It's also interesting the Texas Railroad Commission has avoided much (any?) scrutiny so far when the fact is t…"
RT,#texasfreeze,WastwichBarnes,850,1581,1,51905,YogitaHumble,827,1093,0,12613,"RT @YogitaHumble: hi. the winter storms in texas has fucked over my family a lot, we have literally next to zero food. our water is shut of…"
RT,#texasfreeze,RudyJay760,5747,1661,35,55616,MattressMack,77465,239,190,27072,"RT @MattressMack: I’m so excited to be featured on tomorrow’s episode of the 
@TheEllenShow! Tune in on KHOU 3PM CST or check your local li…"
RT,#texasfreeze,PuttMetal,374,1154,10,14145,Oscarg817,65,446,1,7193,"RT @Oscarg817: “Cruz also said that those getting angry about the trip ‘need to laugh a little bit—you know, loosen up.’”

Seriously, @tedc…"
RT,#texasfreeze,CowboysGoddess,4243,3189,64,106382,MattressMack,77465,239,190,27072,"RT @MattressMack: I’m so excited to be featured on tomorrow’s episode of the 
@TheEllenShow! Tune in on KHOU 3PM CST or check your local li…"
RT,#texasfreeze,tombiro,5260,5434,226,133696,Oscarg817,65,446,1,7193,"RT @Oscarg817: “Cruz also said that those getting angry about the trip ‘need to laugh a little bit—you know, loosen up.’”

Seriously, @tedc…"
RT,#texasfreeze,alwysfaded,62,1194,0,4790,scottbraddock,18642,5394,484,95820,"RT @scottbraddock: Yes sir. 
It's also interesting the Texas Railroad Commission has avoided much (any?) scrutiny so far when the fact is t…"
RT,#texasfreeze,robbie6229,510,1051,0,16449,MattressMack,77465,239,190,27072,"RT @MattressMack: I’m so excited to be featured on tomorrow’s episode of the 
@TheEllenShow! Tune in on KHOU 3PM CST or check your local li…"
RT,#texasfreeze,ErinNorton,1684,1010,106,17761,Oscarg817,65,446,1,7193,"RT @Oscarg817: “Cruz also said that those getting angry about the trip ‘need to laugh a little bit—you know, loosen up.’”

Seriously, @tedc…"
RT,#texasfreeze,marshmelocoyote,213,728,3,2201,scottbraddock,18642,5394,484,95820,"RT @scottbraddock: Yes sir. 
It's also interesting the Texas Railroad Commission has avoided much (any?) scrutiny so far when the fact is t…"
RT,#texasfreeze,MoggieMatt,208,559,2,102582,MattressMack,77465,239,190,27072,"RT @MattressMack: I’m so excited to be featured on tomorrow’s episode of the 
@TheEllenShow! Tune in on KHOU 3PM CST or check your local li…"
Tweet,#texasfreeze,aquariyoung,25,62,0,479,aquariyoung,77465,239,190,27072,"For the record I #voted for @BetoORourke 
#FledCruz #CancunCruz #ERCOTFail #TexasFreeze"
RT,#texasfreeze,Justinscake,860,445,44,105040,MattressMack,77465,239,190,27072,"RT @MattressMack: I’m so excited to be featured on tomorrow’s episode of the 
@TheEllenShow! Tune in on KHOU 3PM CST or check your local li…"
RT,#texasfreeze,SheilaS,21340,22398,1551,79088,scottbraddock,18642,5394,484,95820,"RT @scottbraddock: Yes sir. 
It's also interesting the Texas Railroad Commission has avoided much (any?) scrutiny so far when the fact is t…"
RT,#texasfreeze,stjbs,7869,3068,272,22255,scottbraddock,18642,5394,484,95820,"RT @scottbraddock: Yes sir. 
It's also interesting the Texas Railroad Commission has avoided much (any?) scrutiny so far when the fact is t…"
Tweet,#texasfreeze,charles_mu_,1267,4956,2,3243,charles_mu_,18642,5394,484,95820,We stand together with you Woods @TigerWoods &amp; the good people of Texas #TexasFreeze #TexasWinterStorm2021… https://t.co/i6zpwQV4LP
Tweet,#texasfreeze,RiceUNews,9077,1823,157,14930,RiceUNews,18642,5394,484,95820,VIDEO: @CNBC’s @SullyCNBC discusses what went wrong in #Texas as the state reels from its #energy crisis with… https://t.co/401FVeFdoc
Tweet,#texasfreeze,peakabello,70,244,0,1661,peakabello,18642,5394,484,95820,"@Steph_Gaither We're new, at night dreaming of the future. 
#TexasFreeze #texaswinterstorm
We ensure property repai… https://t.co/FnVdvT9S0n"
RT,#texasfreeze,LynneleeRevis,434,198,0,29527,scottbraddock,18642,5394,484,95820,"RT @scottbraddock: Yes sir. 
It's also interesting the Texas Railroad Commission has avoided much (any?) scrutiny so far when the fact is t…"
RT,#texasfreeze,CounselorCarol1,3629,3230,107,67568,scottbraddock,18642,5394,484,95820,"RT @scottbraddock: Yes sir. 
It's also interesting the Texas Railroad Commission has avoided much (any?) scrutiny so far when the fact is t…"
RT,#texasfreeze,drmaggiesa,1352,4735,72,350533,scottbraddock,18642,5394,484,95820,"RT @scottbraddock: Yes sir. 
It's also interesting the Texas Railroad Commission has avoided much (any?) scrutiny so far when the fact is t…"
RT,#texasfreeze,page2guy,826,2075,35,57795,scottbraddock,18642,5394,484,95820,"RT @scottbraddock: Yes sir. 
It's also interesting the Texas Railroad Commission has avoided much (any?) scrutiny so far when the fact is t…"
RT,#texasfreeze,BrittanyASharp,98,604,1,215,scottbraddock,18642,5394,484,95820,"RT @scottbraddock: Yes sir. 
It's also interesting the Texas Railroad Commission has avoided much (any?) scrutiny so far when the fact is t…"
RT,#texasfreeze,the_shoe_yes,1464,404,11,29980,jwharris,9545,2745,194,1028,RT @jwharris: So many leaders and entities failed us last week - from locals to the state. You bet I’m mad as hell. Stories like this one n…
RT,#texasfreeze,jaunte,1042,1947,75,312546,scottbraddock,18642,5394,484,95820,"RT @scottbraddock: Yes sir. 
It's also interesting the Texas Railroad Commission has avoided much (any?) scrutiny so far when the fact is t…"
Tweet,#texasfreeze,AywonWilliams,1453,4145,7,2212,AywonWilliams,18642,5394,484,95820,"My thoughts and prayers go out to the people, friends, and families who had lost power during the winter storm last… https://t.co/rw6cQiShwA"
RT,#texasfreeze,v2aggie2,2064,3892,108,277334,scottbraddock,18642,5394,484,95820,"RT @scottbraddock: Yes sir. 
It's also interesting the Texas Railroad Commission has avoided much (any?) scrutiny so far when the fact is t…"
RT,#texasfreeze,SanAntoGuera,689,2304,22,16453,scottbraddock,18642,5394,484,95820,"RT @scottbraddock: Yes sir. 
It's also interesting the Texas Railroad Commission has avoided much (any?) scrutiny so far when the fact is t…"
RT,#texasfreeze,stonebob8,114,2707,1,5751,Gaming_kate,1450,1235,8,6023,RT @Gaming_kate: Going to be giving away a copy of  #FalloutNewVegas ultimate  for #steam Just RT and Follow ends 24/02 More chances to win…
RT,#texasfreeze,gaslightingus2,5815,6368,13,134189,MattressMack,77465,239,190,27072,"RT @MattressMack: I’m so excited to be featured on tomorrow’s episode of the 
@TheEllenShow! Tune in on KHOU 3PM CST or check your local li…"
RT,#texasfreeze,markyzaguirre,4899,2379,99,37109,jwharris,9545,2745,194,1028,"RT @jwharris: Again, a bunch of resignations at ERCOT won’t bring these people back to life — and there needs to be accountability from loc…"
Tweet,#texasfreeze,scottbraddock,18642,5394,484,95820,scottbraddock,9545,2745,194,1028,"Yes sir. 
It's also interesting the Texas Railroad Commission has avoided much (any?) scrutiny so far when the fact… https://t.co/2A69YoOCmZ"
Tweet,#texasfreeze,RimweLLC,2539,2169,477,68894,RimweLLC,9545,2745,194,1028,"""Several ERCOT board members resign in aftermath of Texas power failure"" 
None live in Texas?? https://t.co/oJet15cy90
#TexasFreeze"
Tweet,#texasfreeze,jwharris,9545,2745,194,1028,jwharris,9545,2745,194,1028,"Again, a bunch of resignations at ERCOT won’t bring these people back to life — and there needs to be accountabilit… https://t.co/T8zuD2gCFa"
Tweet,#texasfreeze,BillGallagher20,761,1656,4,21451,BillGallagher20,9545,2745,194,1028,"Ted Cruz says his wife is 'pissed' over leaked Cancun texts https://t.co/YRvnVaYA0L via @Yahoo

What about a wife’s… https://t.co/QtRUsBXLRf"
RT,#texasfreeze,John_Scotus,26814,29133,449,201367,jwharris,9545,2745,194,1028,RT @jwharris: So many leaders and entities failed us last week - from locals to the state. You bet I’m mad as hell. Stories like this one n…
RT,#texasfreeze,komalpreet40000,63,13,0,4063,Khalsa_Aid,240644,796,189,22606,"RT @Khalsa_Aid: #TexasFreeze 

Our @KhalsaAidUSA volunteers in #Houston assisting the local communities impacted by the recent winter storm…"
Tweet,#texasfreeze,ProfessorJepson,2330,1908,99,18392,ProfessorJepson,240644,796,189,22606,But will the same focus also target the water sector? The many failures should demand equal attention IMHO 🤷🏻‍♀️… https://t.co/o1Q4EAJvN1
Tweet,#texasfreeze,BlindedBite,6260,6828,360,49071,BlindedBite,240644,796,189,22606,#Austin still needs help.  Please watch video below 👇🏻👇🏻👇🏻 &amp; thanks @keithkreeger for sharing #TexasFreeze #Texas https://t.co/pIiOwSTsmA
RT,#texasfreeze,shantiareese,245,320,1,11960,ProgressTX,15047,1377,376,35809,RT @ProgressTX: Remember two weeks ago when Republicans were more concerned about the national anthem than the winter storm barreling towar…
Tweet,#texasfreeze,TPE_connect,993,20,8,66891,TPE_connect,15047,1377,376,35809,Texas: Family of a 11-year-old who 'froze to death' file a $100 million lawsuit against power companies #Texas… https://t.co/cquKmvjB4U
RT,#texasfreeze,CathyFur,3112,3161,7,69573,mojosusan,2065,1875,13,39789,RT @mojosusan: The #clouds made a banner welcoming the city back after the #TexasFreeze ❄️ #photography #TexasStrong ♥️ https://t.co/xWXpVu…
